EZABPQM,Tranche_Debut,Tranche_Fin,Mnémo,Territoire,Date_Attribution
016974,0169740000,0169749999,FRTE,ZNE Massy,01/01/2017
016975,0169750000,0169759999,FRTE,ZNE Massy,01/01/2017
016976,0169760000,0169769999,FRTE,ZNE Massy,01/01/2017
016977,0169770000,0169779999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016978,0169780000,0169789999,FRTE,ZNE Arpajon,01/01/2017
016979,0169790000,0169799999,FRTE,ZNE Massy,01/01/2017
016980,0169800000,0169809999,FRTE,ZNE Massy,01/01/2017
016981,0169810000,0169819999,FRTE,ZNE Massy,01/01/2017
016982,0169820000,0169829999,FRTE,ZNE Massy,01/01/2017
016983,0169830000,0169839999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016984,0169840000,0169849999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016985,0169850000,0169859999,FRTE,ZNE Massy,01/01/2017
016986,0169860000,0169869999,FRTE,ZNE Massy,01/01/2017
016987,0169870000,0169879999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016988,0169880000,0169889999,FRTE,ZNE Arpajon,01/01/2017
016989,0169890000,0169899999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016990,0169900000,0169909999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016991,0169910000,0169919999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016992,0169920000,0169929999,FRTE,ZNE Arpajon,01/01/2017
016993,0169930000,0169939999,FRTE,ZNE Massy,01/01/2017
016994,0169940000,0169949999,FRTE,ZNE Arpajon,01/01/2017
016995,0169950000,0169959999,FRTE,ZNE Arpajon,01/01/2017
016996,0169960000,0169969999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016997,0169970000,0169979999,FRTE,ZNE Massy,01/01/2017
016998,0169980000,0169989999,FRTE,ZNE Melun,01/01/2017
016999,0169990000,0169999999,FRTE,ZNE Arpajon,01/01/2017
017000,0170000000,0170009999,UPCF,ZNE Lagny-sur-Marne,01/05/2014
017001,0170010000,0170019999,UPCF,ZNE Lagny-sur-Marne,01/05/2014
017002,0170020000,0170029999,UPCF,ZNE Le Raincy,01/05/2014
017003,0170030000,0170039999,HUBT,ZNE Le Raincy,27/07/2001
017004,0170040000,0170049999,UPCF,ZNE Lagny-sur-Marne,01/05/2014
017005,0170050000,0170059999,UPCF,ZNE Brie-Comte-Robert,01/05/2014
017006,0170060000,0170069999,MCI,ZNE Saint-Germain-en-Laye,01/01/2018
017007,0170070000,0170079999,UPCF,ZNE Bobigny,01/05/2014
017008,0170080000,0170089999,COMP,ZNE Paris,20/12/2011
017009,0170090000,0170099999,COMP,ZNE Melun,20/12/2011
017010,0170100000,0170109999,UPCF,ZNE Brie-Comte-Robert,01/05/2014
017011,0170110000,0170119999,FREE,ZNE Cergy,08/01/2009
017012,0170120000,0170129999,MCI,ZNE Paris,01/01/2018
017013,0170130000,0170139999,SFR0,ZNE Créteil,08/12/2011
017014,0170140000,0170149999,FREE,ZNE Enghien-les-Bains,08/01/2009
017015,0170150000,0170159999,SFR0,ZNE Nanterre,08/12/2011
017016,0170160000,0170169999,SFR0,ZNE Nanterre,08/12/2011
017017,0170170000,0170179999,COMP,ZNE Lagny-sur-Marne,20/12/2011
017018,0170180000,0170189999,SFR0,ZNE Boulogne-Billancourt,08/12/2011
017019,0170190000,0170199999,SFR0,ZNE Boulogne-Billancourt,08/12/2011
017020,0170200000,0170209999,SFR0,ZNE Nanterre,08/12/2011
017021,0170210000,0170219999,SFR0,ZNE Nanterre,08/12/2011
017022,0170220000,0170229999,SFR0,ZNE Paris,08/12/2011
017023,0170230000,0170239999,SFR0,ZNE Paris,08/12/2011
017024,0170240000,0170249999,SFR0,ZNE Bobigny,08/12/2011
017025,0170250000,0170259999,SFR0,ZNE Créteil,08/12/2011
017026,0170260000,0170269999,SFR0,ZNE Massy,08/12/2011
017027,0170270000,0170279999,SFR0,ZNE Massy,08/12/2011
017028,0170280000,0170289999,SFR0,ZNE Boulogne-Billancourt,08/12/2011
017029,0170290000,0170299999,SFR0,ZNE Versailles,08/12/2011
017030,0170300000,0170309999,FREE,ZNE Sarcelles,08/01/2009
017031,0170310000,0170319999,FREE,ZNE Les Mureaux,08/01/2009
017032,0170320000,0170329999,SFR0,ZNE Bobigny,08/12/2011
017033,0170330000,0170339999,SFR0,ZNE Brie-Comte-Robert,08/12/2011
017034,0170340000,0170349999,FREE,ZNE Poissy,08/01/2009
017035,0170350000,0170359999,SFR0,ZNE Coulommiers,08/12/2011
017036,0170360000,0170369999,COLT,ZNE Paris,01/01/2018
017037,0170370000,0170379999,COLT,ZNE Paris,01/01/2018
017038,0170380000,0170389999,COLT,ZNE Paris,01/01/2018
017039,0170390000,0170399999,COLT,ZNE Paris,01/01/2018
017040,0170400000,0170409999,UPCF,ZNE Le Raincy,01/05/2014
017041,0170410000,0170419999,FREE,ZNE Rambouillet,08/01/2009
017042,0170420000,0170429999,SFR0,ZNE Guyancourt,08/12/2011
017043,0170430000,0170439999,FREE,ZNE Saint-Germain-en-Laye,08/01/2009
017044,0170440000,0170449999,SFR0,ZNE Versailles,08/12/2011
017045,0170450000,0170459999,FREE,ZNE Fontainebleau,08/01/2009
017046,0170460000,0170469999,SFR0,ZNE Saint-Germain-en-Laye,08/12/2011
017047,0170470000,0170479999,FREE,ZNE Meaux,08/01/2009
017048,0170480000,0170489999,FRTE,ZNE Nanterre,01/07/2018
017049,0170490000,0170499999,FREE,ZNE Cergy,08/01/2009
017050,0170500000,0170509999,UPCF,ZNE Bobigny,01/05/2014
017051,0170510000,0170519999,SFR0,ZNE Les Mureaux,08/12/2011
017052,0170520000,0170529999,FREE,ZNE Paris,08/01/2009
017053,0170530000,0170539999,SFR0,ZNE Rambouillet,08/12/2011
017054,0170540000,0170549999,FREE,ZNE Brie-Comte-Robert,08/01/2009
017055,0170550000,0170559999,SFR0,ZNE Massy,08/12/2011
017056,0170560000,0170569999,SFR0,ZNE Massy,08/12/2011
017057,0170570000,0170579999,FREE,ZNE Sarcelles,08/01/2009
017058,0170580000,0170589999,SFR0,ZNE Juvisy-sur-Orge,08/12/2011
017059,0170590000,0170599999,SFR0,ZNE Bobigny,08/12/2011
017060,0170600000,0170609999,SFR0,ZNE Paris,08/12/2011
017061,0170610000,0170619999,INIT,ZNE Paris,14/06/2005
017062,0170620000,0170629999,SFR0,ZNE Arpajon,08/12/2011
017063,0170630000,0170639999,MCI,ZNE Paris,01/01/2018
017064,0170640000,0170649999,SFR0,ZNE Paris,08/12/2011
017065,0170650000,0170659999,MCI,ZNE Paris,01/01/2018
017066,0170660000,0170669999,MCI,ZNE Paris,01/01/2018
017067,0170670000,0170679999,MCI,ZNE Paris,01/01/2018
017068,0170680000,0170689999,SFR0,ZNE Boulogne-Billancourt,08/12/2011
017069,0170690000,0170699999,SFR0,ZNE Paris,08/12/2011
017070,0170700000,0170709999,MCI,ZNE Paris,01/01/2018
017071,0170710000,0170719999,MCI,ZNE Paris,01/01/2018
017072,0170720000,0170729999,MCI,ZNE Nanterre,01/01/2018
017073,0170730000,0170739999,MCI,ZNE Nanterre,01/01/2018
017074,0170740000,0170749999,MCI,ZNE Boulogne-Billancourt,01/01/2018
017075,0170750000,0170759999,MCI,ZNE Paris,01/01/2018
017076,0170760000,0170769999,MCI,ZNE Le Raincy,01/01/2018
017077,0170770000,0170779999,MCI,ZNE Lagny-sur-Marne,01/01/2018
017078,0170780000,0170789999,MCI,ZNE Nanterre,01/01/2018
017079,0170790000,0170799999,MCI,ZNE Paris,01/01/2018
017080,0170800000,0170809999,MCI,ZNE Paris,01/01/2018
017081,0170810000,0170819999,COLT,ZNE Paris,01/01/2018
017082,0170820000,0170829999,COLT,ZNE Nanterre,01/01/2018
017083,0170830000,0170839999,COLT,ZNE Boulogne-Billancourt,01/01/2018
017084,0170840000,0170849999,COLT,ZNE Massy,01/01/2018
017085,0170850000,0170859999,COLT,ZNE Lagny-sur-Marne,01/01/2018
017086,0170860000,0170869999,COLT,ZNE Le Raincy,01/01/2018
017087,0170870000,0170879999,COLT,ZNE Corbeil-Essonnes,01/01/2018
017088,0170880000,0170889999,COLT,ZNE Les Mureaux,01/01/2018
017089,0170890000,0170899999,COLT,ZNE Tournan-en-Brie,01/01/2018
017090,0170900000,0170909999,COLT,ZNE Paris,01/01/2018
017091,0170910000,0170919999,COLT,ZNE Paris,01/01/2018
017092,0170920000,0170929999,COLT,ZNE Nanterre,01/01/2018
017093,0170930000,0170939999,COLT,ZNE Bobigny,01/01/2018
017094,0170940000,0170949999,COLT,ZNE Nanterre,01/01/2018
017095,0170950000,0170959999,COLT,ZNE Boulogne-Billancourt,01/01/2018
017096,0170960000,0170969999,COLT,ZNE Nanterre,01/01/2018
017097,0170970000,0170979999,COLT,ZNE Créteil,01/01/2018
017098,0170980000,0170989999,COLT,ZNE Paris,01/01/2018
017099,0170990000,0170999999,COLT,ZNE Paris,01/01/2018
017100,0171000000,0171009999,SFR0,ZNE Nanterre,08/12/2011
017101,0171010000,0171019999,SFR0,ZNE Nanterre,08/12/2011
017102,0171020000,0171029999,SFR0,ZNE Nanterre,08/12/2011
017103,0171030000,0171039999,SFR0,ZNE Nanterre,08/12/2011
017104,0171040000,0171049999,SFR0,ZNE Nanterre,08/12/2011
017105,0171050000,0171059999,SFR0,ZNE Nanterre,08/12/2011
017106,0171060000,0171069999,SFR0,ZNE Nanterre,08/12/2011
017107,0171070000,0171079999,SFR0,ZNE Nanterre,08/12/2011
017108,0171080000,0171089999,SFR0,ZNE Nanterre,08/12/2011
017109,0171090000,0171099999,SFR0,ZNE Nanterre,08/12/2011
017110,0171100000,0171109999,SFR0,ZNE Boulogne-Billancourt,08/12/2011
017111,0171110000,0171119999,SFR0,ZNE Nanterre,08/12/2011
017112,0171120000,0171129999,SFR0,ZNE Nanterre,08/12/2011
017113,0171130000,0171139999,SFR0,ZNE Nanterre,08/12/2011
017114,0171140000,0171149999,SFR0,ZNE Nanterre,08/12/2011
017115,0171150000,0171159999,SFR0,ZNE Nanterre,08/12/2011
017116,0171160000,0171169999,SFR0,ZNE Boulogne-Billancourt,08/12/2011
017117,0171170000,0171179999,SFR0,ZNE Boulogne-Billancourt,08/12/2011
017118,0171180000,0171189999,SFR0,ZNE Paris,08/12/2011
017119,0171190000,0171199999,SFR0,ZNE Paris,08/12/2011
017120,0171200000,0171209999,SFR0,ZNE Paris,08/12/2011
017121,0171210000,0171219999,SFR0,ZNE Paris,08/12/2011
017122,0171220000,0171229999,SFR0,ZNE Boulogne-Billancourt,08/12/2011
017123,0171230000,0171239999,SFR0,ZNE Nanterre,08/12/2011
017124,0171240000,0171249999,SFR0,ZNE Paris,08/12/2011
017125,0171250000,0171259999,SFR0,ZNE Paris,08/12/2011
017126,0171260000,0171269999,SFR0,ZNE Paris,08/12/2011
017127,0171270000,0171279999,SFR0,ZNE Paris,08/12/2011
017128,0171280000,0171289999,SFR0,ZNE Paris,08/12/2011
017129,0171290000,0171299999,SFR0,ZNE Bobigny,08/12/2011
017130,0171300000,0171309999,SFR0,ZNE Tournan-en-Brie,08/12/2011
017131,0171310000,0171319999,SFR0,ZNE Tournan-en-Brie,08/12/2011
017132,0171320000,0171329999,SFR0,ZNE Paris,08/12/2011
017133,0171330000,0171339999,SFR0,ZNE Créteil,08/12/2011
017134,0171340000,0171349999,SFR0,ZNE Boissy-Saint-Léger,08/12/2011
017135,0171350000,0171359999,SFR0,ZNE Boulogne-Billancourt,08/12/2011
017136,0171360000,0171369999,SFR0,ZNE Créteil,08/12/2011
017137,0171370000,0171379999,SFR0,ZNE Paris,08/12/2011
017138,0171380000,0171389999,SFR0,ZNE Paris,08/12/2011
017139,0171390000,0171399999,SFR0,ZNE Paris,08/12/2011
017140,0171400000,0171409999,SFR0,ZNE Lagny-sur-Marne,08/12/2011
017141,0171410000,0171419999,SFR0,ZNE Versailles,08/12/2011
017142,0171420000,0171429999,SFR0,ZNE Versailles,08/12/2011
017143,0171430000,0171439999,SFR0,ZNE Mantes-la-Jolie,08/12/2011
017144,0171440000,0171449999,SFR0,ZNE Versailles,08/12/2011
017145,0171450000,0171459999,SFR0,ZNE Versailles,08/12/2011
017146,0171460000,0171469999,SFR0,ZNE Mantes-la-Jolie,08/12/2011
017147,0171470000,0171479999,SFR0,ZNE Versailles,08/12/2011
017148,0171480000,0171489999,SFR0,ZNE Mantes-la-Jolie,08/12/2011
017149,0171490000,0171499999,SFR0,ZNE Guyancourt,08/12/2011
017150,0171500000,0171509999,SFR0,ZNE Paris,08/12/2011
017151,0171510000,0171519999,SFR0,ZNE Saint-Germain-en-Laye,08/12/2011
017152,0171520000,0171529999,SFR0,ZNE Poissy,08/12/2011
017153,0171530000,0171539999,SFR0,ZNE Nanterre,08/12/2011
017154,0171540000,0171549999,SFR0,ZNE Boulogne-Billancourt,08/12/2011
017155,0171550000,0171559999,SFR0,ZNE Tournan-en-Brie,08/12/2011
017156,0171560000,0171569999,SFR0,ZNE Créteil,08/12/2011
017157,0171570000,0171579999,SFR0,ZNE Boissy-Saint-Léger,08/12/2011
017158,0171580000,0171589999,SFR0,ZNE Lagny-sur-Marne,08/12/2011
017159,0171590000,0171599999,SFR0,ZNE Versailles,08/12/2011
017160,0171600000,0171609999,SFR0,ZNE Paris,08/12/2011
017161,0171610000,0171619999,SFR0,ZNE Mantes-la-Jolie,08/12/2011
017162,0171620000,0171629999,SFR0,ZNE Corbeil-Essonnes,08/12/2011
017163,0171630000,0171639999,SFR0,ZNE Corbeil-Essonnes,08/12/2011
017164,0171640000,0171649999,SFR0,ZNE Guyancourt,08/12/2011
017165,0171650000,0171659999,SFR0,ZNE Saint-Germain-en-Laye,08/12/2011
017166,0171660000,0171669999,SFR0,ZNE Cergy,08/12/2011
017167,0171670000,0171679999,SFR0,ZNE Enghien-les-Bains,08/12/2011
017168,0171680000,0171689999,SFR0,ZNE Enghien-les-Bains,08/12/2011
017169,0171690000,0171699999,SFR0,ZNE Sarcelles,08/12/2011
017170,0171700000,0171709999,SFR0,ZNE Paris,08/12/2011
017171,0171710000,0171719999,SFR0,ZNE Paris,08/12/2011
017172,0171720000,0171729999,SFR0,ZNE Paris,08/12/2011
017173,0171730000,0171739999,SFR0,ZNE Paris,08/12/2011
017174,0171740000,0171749999,SFR0,ZNE Poissy,08/12/2011
017175,0171750000,0171759999,SFR0,ZNE Paris,08/12/2011
017176,0171760000,0171769999,SFR0,ZNE Paris,08/12/2011
017177,0171770000,0171779999,SFR0,ZNE Nanterre,08/12/2011
017178,0171780000,0171789999,SFR0,ZNE Corbeil-Essonnes,08/12/2011
017179,0171790000,0171799999,SFR0,ZNE Cergy,08/12/2011
017180,0171800000,0171809999,SFR0,ZNE Le Raincy,08/12/2011
017181,0171810000,0171819999,SFR0,ZNE Le Raincy,08/12/2011
017182,0171820000,0171829999,SFR0,ZNE Le Raincy,08/12/2011
017183,0171830000,0171839999,SFR0,ZNE Le Raincy,08/12/2011
017184,0171840000,0171849999,SFR0,ZNE Le Raincy,08/12/2011
017185,0171850000,0171859999,SFR0,ZNE Le Raincy,08/12/2011
017186,0171860000,0171869999,SFR0,ZNE Bobigny,08/12/2011
017187,0171870000,0171879999,SFR0,ZNE Sarcelles,08/12/2011
017188,0171880000,0171889999,SFR0,ZNE Le Raincy,08/12/2011
017189,0171890000,0171899999,SFR0,ZNE Bobigny,08/12/2011
017190,0171900000,0171909999,SFR0,ZNE Nanterre,08/12/2011
017191,0171910000,0171919999,SFR0,ZNE Nanterre,08/12/2011
017192,0171920000,0171929999,SFR0,ZNE Bobigny,08/12/2011
017193,0171930000,0171939999,SFR0,ZNE Paris,08/12/2011
017194,0171940000,0171949999,SFR0,ZNE Paris,08/12/2011
017195,0171950000,0171959999,SFR0,ZNE Paris,08/12/2011
017196,0171960000,0171969999,SFR0,ZNE Paris,08/12/2011
017197,0171970000,0171979999,SFR0,ZNE Paris,08/12/2011
017198,0171980000,0171989999,SFR0,ZNE Paris,08/12/2011
017199,0171990000,0171999999,SFR0,ZNE Paris,08/12/2011
017200,0172000000,0172009999,MCI,ZNE Cergy,01/01/2018
017201,0172010000,0172019999,MCI,ZNE Enghien-les-Bains,01/01/2018
017202,0172020000,0172029999,MCI,ZNE Sarcelles,01/01/2018
017203,0172030000,0172039999,MCI,ZNE Bobigny,01/01/2018
017204,0172040000,0172049999,MCI,ZNE Créteil,01/01/2018
017205,0172050000,0172059999,MCI,ZNE Boissy-Saint-Léger,01/01/2018
017206,0172060000,0172069999,MCI,ZNE Juvisy-sur-Orge,01/01/2018
017207,0172070000,0172079999,MCI,ZNE Corbeil-Essonnes,01/01/2018
017208,0172080000,0172089999,MCI,ZNE Brie-Comte-Robert,01/01/2018
017209,0172090000,0172099999,MCI,ZNE Bobigny,01/01/2018
017210,0172100000,0172109999,MCI,ZNE Versailles,01/01/2018
017211,0172110000,0172119999,MCI,ZNE Guyancourt,01/01/2018
017212,0172120000,0172129999,MCI,ZNE Saint-Germain-en-Laye,01/01/2018
017213,0172130000,0172139999,MCI,ZNE Poissy,01/01/2018
017214,0172140000,0172149999,MCI,ZNE Mantes-la-Jolie,01/01/2018
017215,0172150000,0172159999,MCI,ZNE Rambouillet,01/01/2018
017216,0172160000,0172169999,MCI,ZNE Arpajon,01/01/2018
017217,0172170000,0172179999,MCI,ZNE Melun,01/01/2018
017218,0172180000,0172189999,MCI,ZNE Tournan-en-Brie,01/01/2018
017219,0172190000,0172199999,MCI,ZNE Meaux,01/01/2018
017220,0172200000,0172209999,MCI,ZNE Coulommiers,01/01/2018
017221,0172210000,0172219999,MCI,ZNE Provins,01/01/2018
017222,0172220000,0172229999,MCI,ZNE Fontainebleau,01/01/2018
017223,0172230000,0172239999,MCI,ZNE Beaumont-sur-Oise,01/01/2018
017224,0172240000,0172249999,SFR0,ZNE Versailles,08/12/2011
017225,0172250000,0172259999,MCI,ZNE Nanterre,01/01/2018
017226,0172260000,0172269999,MCI,ZNE Nanterre,01/01/2018
017227,0172270000,0172279999,COMP,ZNE Nanterre,03/05/2000
017228,0172280000,0172289999,MCI,ZNE Nanterre,01/01/2018
017229,0172290000,0172299999,COMP,ZNE Boulogne-Billancourt,03/05/2000
017230,0172300000,0172309999,SFR0,ZNE Paris,08/12/2011
017231,0172310000,0172319999,SFR0,ZNE Paris,08/12/2011
017232,0172320000,0172329999,SFR0,ZNE Paris,08/12/2011
017233,0172330000,0172339999,SFR0,ZNE Paris,08/12/2011
017234,0172340000,0172349999,SFR0,ZNE Paris,08/12/2011
017235,0172350000,0172359999,FREE,ZNE Paris,24/07/2003
017236,0172360000,0172369999,SFR0,ZNE Paris,08/12/2011
017237,0172370000,0172379999,FREE,ZNE Paris,24/07/2003
017238,0172380000,0172389999,SFR0,ZNE Paris,08/12/2011
017239,0172390000,0172399999,FREE,ZNE Nanterre,24/07/2003
017240,0172400000,0172409999,SFR0,ZNE Bobigny,08/12/2011
017241,0172410000,0172419999,FREE,ZNE Nanterre,24/07/2003
017242,0172420000,0172429999,SFR0,ZNE Nanterre,08/12/2011
017243,0172430000,0172439999,FREE,ZNE Créteil,24/07/2003
017244,0172440000,0172449999,SFR0,ZNE Boulogne-Billancourt,08/12/2011
017245,0172450000,0172459999,FREE,ZNE Créteil,24/07/2003
017246,0172460000,0172469999,SFR0,ZNE Créteil,08/12/2011
017247,0172470000,0172479999,FREE,ZNE Boulogne-Billancourt,24/07/2003
017248,0172480000,0172489999,SFR0,ZNE Massy,08/12/2011
017249,0172490000,0172499999,SFR0,ZNE Juvisy-sur-Orge,08/12/2011
017250,0172500000,0172509999,SFR0,ZNE Boissy-Saint-Léger,08/12/2011
017251,0172510000,0172519999,SFR0,ZNE Le Raincy,08/12/2011
017252,0172520000,0172529999,SFR0,ZNE Sarcelles,08/12/2011
017253,0172530000,0172539999,SFR0,ZNE Enghien-les-Bains,08/12/2011
017254,0172540000,0172549999,SFR0,ZNE Poissy,08/12/2011
017255,0172550000,0172559999,SFR0,ZNE Saint-Germain-en-Laye,08/12/2011
017256,0172560000,0172569999,SFR0,ZNE Guyancourt,08/12/2011
017257,0172570000,0172579999,FREE,ZNE Boulogne-Billancourt,24/07/2003
017258,0172580000,0172589999,SFR0,ZNE Cergy,08/12/2011
017259,0172590000,0172599999,SFR0,ZNE Bobigny,08/12/2011
017260,0172600000,0172609999,SFR0,ZNE Paris,08/12/2011
017261,0172610000,0172619999,SFR0,ZNE Nanterre,08/12/2011
017262,0172620000,0172629999,SFR0,ZNE Brie-Comte-Robert,08/12/2011
017263,0172630000,0172639999,SFR0,ZNE Paris,08/12/2011
017264,0172640000,0172649999,FREE,ZNE Bobigny,24/07/2003
017265,0172650000,0172659999,FREE,ZNE Bobigny,24/07/2003
017266,0172660000,0172669999,SFR0,ZNE Fontainebleau,08/12/2011
017267,0172670000,0172679999,SFR0,ZNE Guyancourt,08/12/2011
017268,0172680000,0172689999,COMP,ZNE Paris,28/09/2004
017269,0172690000,0172699999,COMP,ZNE Paris,28/09/2004
017270,0172700000,0172709999,COMP,ZNE Créteil,03/05/2000
017271,0172710000,0172719999,COMP,ZNE Paris,26/05/1999
017272,0172720000,0172729999,MCI,ZNE Paris,01/01/2018
017273,0172730000,0172739999,COMP,ZNE Paris,26/05/1999
017274,0172740000,0172749999,COMP,ZNE Paris,30/11/1999
017275,0172750000,0172759999,COMP,ZNE Paris,30/11/1999
017276,0172760000,0172769999,COMP,ZNE Paris,30/11/1999
017277,0172770000,0172779999,COMP,ZNE Bobigny,03/05/2000
017278,0172780000,0172789999,SFR0,ZNE Versailles,08/12/2011
017279,0172790000,0172799999,SFR0,ZNE Fontainebleau,08/12/2011
017280,0172800000,0172809999,MCI,ZNE Bobigny,01/01/2018
017281,0172810000,0172819999,COMP,ZNE Versailles,10/06/2003
017282,0172820000,0172829999,COMP,ZNE Guyancourt,10/06/2003
017283,0172830000,0172839999,SFR0,ZNE Melun,08/12/2011
017284,0172840000,0172849999,SFR0,ZNE Lagny-sur-Marne,08/12/2011
017285,0172850000,0172859999,SFR0,ZNE Cergy,08/12/2011
017286,0172860000,0172869999,SFR0,ZNE Massy,08/12/2011
017287,0172870000,0172879999,SFR0,ZNE Guyancourt,08/12/2011
017288,0172880000,0172889999,SFR0,ZNE Le Raincy,08/12/2011
017289,0172890000,0172899999,COMP,ZNE Nanterre,02/04/2002
017290,0172900000,0172909999,FREE,ZNE Boulogne-Billancourt,08/01/2009
017291,0172910000,0172919999,FREE,ZNE Saint-Germain-en-Laye,08/01/2009
017292,0172920000,0172929999,COMP,ZNE Nanterre,26/05/1999
017293,0172930000,0172939999,COMP,ZNE Bobigny,30/11/1999
017294,0172940000,0172949999,COMP,ZNE Créteil,30/11/1999
017295,0172950000,0172959999,SFR0,ZNE Paris,08/12/2011
017296,0172960000,0172969999,PAOP,ZNE Lagny-sur-Marne,14/04/2011
017297,0172970000,0172979999,PAOP,ZNE Guyancourt,14/04/2011
017298,0172980000,0172989999,COMP,ZNE Paris,28/09/2004
017299,0172990000,0172999999,SFR0,ZNE Lagny-sur-Marne,08/12/2011
017300,0173000000,0173009999,COLT,ZNE Paris,01/01/2018
017301,0173010000,0173019999,COLT,ZNE Paris,01/01/2018
017302,0173020000,0173029999,COLT,ZNE Paris,01/01/2018
017303,0173030000,0173039999,COLT,ZNE Paris,01/01/2018
017304,0173040000,0173049999,COLT,ZNE Paris,01/01/2018
017305,0173050000,0173059999,COLT,ZNE Brie-Comte-Robert,01/01/2018
017306,0173060000,0173069999,COLT,ZNE Coulommiers,01/01/2018
017307,0173070000,0173079999,COLT,ZNE Fontainebleau,01/01/2018
017308,0173080000,0173089999,COLT,ZNE Lagny-sur-Marne,01/01/2018
017309,0173090000,0173099999,COLT,ZNE Meaux,01/01/2018
017310,0173100000,0173109999,COLT,ZNE Melun,01/01/2018
017311,0173110000,0173119999,COLT,ZNE Provins,01/01/2018
017312,0173120000,0173129999,COLT,ZNE Tournan-en-Brie,01/01/2018
017313,0173130000,0173139999,COLT,ZNE Guyancourt,01/01/2018
017314,0173140000,0173149999,COLT,ZNE Mantes-la-Jolie,01/01/2018
017315,0173150000,0173159999,COLT,ZNE Les Mureaux,01/01/2018
017316,0173160000,0173169999,COLT,ZNE Poissy,01/01/2018
017317,0173170000,0173179999,COLT,ZNE Rambouillet,01/01/2018
017318,0173180000,0173189999,COLT,ZNE Saint-Germain-en-Laye,01/01/2018
017319,0173190000,0173199999,COLT,ZNE Versailles,01/01/2018
017320,0173200000,0173209999,COLT,ZNE Arpajon,01/01/2018
017321,0173210000,0173219999,COLT,ZNE Corbeil-Essonnes,01/01/2018
017322,0173220000,0173229999,COLT,ZNE Juvisy-sur-Orge,01/01/2018
017323,0173230000,0173239999,COLT,ZNE Massy,01/01/2018
017324,0173240000,0173249999,COLT,ZNE Beaumont-sur-Oise,01/01/2018
017325,0173250000,0173259999,COLT,ZNE Cergy,01/01/2018
017326,0173260000,0173269999,COLT,ZNE Enghien-les-Bains,01/01/2018
017327,0173270000,0173279999,COLT,ZNE Sarcelles,01/01/2018
017328,0173280000,0173289999,COLT,ZNE Boulogne-Billancourt,01/01/2018
017329,0173290000,0173299999,COLT,ZNE Nanterre,01/01/2018
017330,0173300000,0173309999,COLT,ZNE Bobigny,01/01/2018
017331,0173310000,0173319999,COLT,ZNE Le Raincy,01/01/2018
017332,0173320000,0173329999,COLT,ZNE Boissy-Saint-Léger,01/01/2018
017333,0173330000,0173339999,BOUY,ZNE Paris,05/11/1999
017334,0173340000,0173349999,BOUY,ZNE Nanterre,05/11/1999
017335,0173350000,0173359999,BOUY,ZNE Boulogne-Billancourt,05/11/1999
017336,0173360000,0173369999,BOUY,ZNE Guyancourt,05/11/1999
